"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","199.047"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","171.465"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","285.796"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","246.697"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","289.358"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","177.591"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","191.662"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","211.074"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","216.542"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","265.656"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","200.657"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","257.55"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","262.484"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","195.722"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","220.824"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","398","KAZ","Kazakhstan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","209.861"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","166.344"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","160.92"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","166.117"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","161.564"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","208.96"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","183.573"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","180.145"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","178.321"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","190.627"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","192.218"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","147.509"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","167.882"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","160.886"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","183.79"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","185.577"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","179.83"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","186.859"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","185.468"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","181.552"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","187.759"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","208.301"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","174.718"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","200.639"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","202.446"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","167.314"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","186.722"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","205.721"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","400","JOR","Jordan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","190.854"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","282.927"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","238.652"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","266.669"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","272.485"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","271.316"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","272.841"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","255.809"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","280.079"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","259.44"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","233.404"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","293.142"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","274.129"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","268.817"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","254.179"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","258.69"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","259.909"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","269.996"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","284.532"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","288.134"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","270.166"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","269.572"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","302.053"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","267.484"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","249.08"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","259.776"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","264.298"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","287.79"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","404","KEN","Kenya","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","291.706"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","186.363"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","184.482"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","175.164"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","163.37"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","175.265"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","193.684"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","161.246"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","181.743"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","179.374"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","163.089"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","200.204"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","178.885"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","161.514"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","181.72"
"Merchandise trade - indices and prices","ITS_MTP_QMV","Merchandise import volume indices, not seasonally adjusted - quarterly","410","KOR","Korea, Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","183.994"
