"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","122.701"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","135.747"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","129.941"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","117.729"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","129.264"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","133.078"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","131.519"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","138.203"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","125.576"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","135.922"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","150.805"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","141.119"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","134.667"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","127.767"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","121.411"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","126.182"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","122.689"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","130.698"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","141.007"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","157.777"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","153.177"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","161.465"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","141.109"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","145.658"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","129.446"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","126.681"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","132.438"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","113.996"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","128.933"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","103.912"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","122.03"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","125.39"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","130.78"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","110.964"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","115.525"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","123.209"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","119.885"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","129.599"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","109.972"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","118.673"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","128.493"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","123.136"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","123.455"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","143.414"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","119.01"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","E","Estimate","","127.561"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","E","Estimate","","133.955"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","E","Estimate","","134.102"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","E","Estimate","","127.651"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","E","Estimate","","120.596"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","E","Estimate","","123.876"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","682","SAU","Saudi Arabia, Kingdom of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","E","Estimate","","150.379"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","172.818"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","177.085"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","166.198"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","187.509"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","156.48"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","196.642"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","170.78"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","197.294"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","169.08"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","171.786"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","163.308"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","184.833"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","175.59"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q2","Second Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","174.926"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","178.103"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","187.214"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","165.149"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","186.571"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","168.449"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","198.523"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q3","Third Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","177.999"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","212.111"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","173.307"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","190.486"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","170.856"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","187.141"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","187.876"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q4","Fourth Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2017","","","","182.644"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","703","SVK","Slovak Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2019","","","","316.166"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","703","SVK","Slovak Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2020","","","","286.296"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","703","SVK","Slovak Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2018","","","","302.77"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","703","SVK","Slovak Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2021","","","","324.411"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","703","SVK","Slovak Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2016","","","","287.59"
"Merchandise trade - indices and prices","ITS_MTP_QXV","Merchandise export volume indices, not seasonally adjusted - quarterly","703","SVK","Slovak Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","Q1","First Quarter","Q","Quarterly","ID05Q1","2005Q1=100","2015","","","","287.844"
